Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score,Year_FEMALE,FSM_FEMALE,VR1 Band_FEMALE,VR Band of Student_FEMALE,Ethnic group of student_FEMALE,School denomination_FEMALE,Year_MALE,FSM_MALE,VR1 Band_MALE,VR Band of Student_MALE,Ethnic group of student_MALE,School denomination_MALE,Year_MIXED,FSM_MIXED,VR1 Band_MIXED,VR Band of Student_MIXED,Ethnic group of student_MIXED,School denomination_MIXED
1,24,18,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,1,1
1,24,18,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,5,1
1,24,18,3,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,1,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,5,1
1,24,18,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,1,9,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,9,1
1,24,18,2,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,1,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,9,1
1,24,18,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,3,1
1,24,18,2,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,2,7,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,7,1
1,24,18,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,1,1
1,24,18,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
1,24,18,2,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,2,1,1
1,24,18,3,11,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,11,1
1,24,18,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,1,1,1
1,24,18,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,3,1,1
2,43,17,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,11,1
2,43,17,3,7,1,19,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,7,1
2,43,17,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,5,1
2,43,17,3,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,5,1
2,43,17,3,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,2,1,1,51,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,2,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,1,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,5,1
2,43,17,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,7,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,7,1
2,43,17,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,2,11,1,35,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,11,1
2,43,17,2,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,3,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,3,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,3,1,1
2,43,17,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,2,7,1,49,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,7,1
2,43,17,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
2,43,17,2,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,2,1,1
2,43,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43,17,1,1,1
3,43,12,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,11,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,11,1
3,43,12,3,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,2,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,3,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,2,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,5,1
3,43,12,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,7,1,32,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,7,1
3,43,12,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,7,1
3,43,12,2,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,2,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,2,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,2,1,1
3,43,12,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,1,1,1
3,43,12,3,1,1,49,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
3,43,12,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,43,12,3,1,1
2,54,26,2,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,2,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,2,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,3,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,11,1,32,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,11,1
2,54,26,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,11,1
2,54,26,1,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,10,1
2,54,26,3,5,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,5,1
2,54,26,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,2,11,1,20,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,11,1
2,54,26,2,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,3,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,5,1
2,54,26,2,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,6,1
2,54,26,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,4,1
2,54,26,2,10,1,21,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,10,1
2,54,26,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,1,1
2,54,26,1,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,11,1
2,54,26,3,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,5,1
2,54,26,3,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,5,1
2,54,26,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,2,11,1,39,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,11,1
2,54,26,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,1,1
2,54,26,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,3,6,1,35,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,6,1
2,54,26,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,2,1
2,54,26,1,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,5,1
2,54,26,3,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,1,1
2,54,26,3,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,1,1,1
2,54,26,2,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
2,54,26,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,3,1,1
2,54,26,2,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,2,54,26,2,1,1
3,54,26,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,1,1
3,54,26,2,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,3,1,1,56,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,1,1
3,54,26,2,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,3,6,1,40,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,6,1
3,54,26,3,9,1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,9,1
3,54,26,2,11,1,70,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,11,1
3,54,26,1,9,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,9,1
3,54,26,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,6,1
3,54,26,3,5,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,5,1
3,54,26,1,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,6,1
3,54,26,2,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,1,9,1,17,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,9,1
3,54,26,1,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,5,1
3,54,26,1,5,1,24,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,5,1
3,54,26,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,1,1
3,54,26,2,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,3,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,1,1
3,54,26,2,6,1,44,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,6,1
3,54,26,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,3,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,5,1
3,54,26,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,1,1
3,54,26,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,9,1
3,54,26,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,1,1,1
3,54,26,3,11,1,38,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,11,1
3,54,26,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,1,1
3,54,26,2,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
3,54,26,3,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,3,1,1
3,54,26,2,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,3,54,26,2,1,1
